723, 65
724, 64
730, 64
731, 65
971, 166
972, 167
973, 167
974, 168
976, 168
977, 169
978, 169
979, 170
981, 170
982, 171
984, 171
985, 172
987, 172
988, 173
990, 173
991, 174
993, 174
994, 175
995, 175
996, 176
998, 176
999, 177
1001, 177
1002, 178
1004, 178
1005, 179
1007, 179
1008, 180
1010, 180
1011, 181
1012, 181
1013, 182
1015, 182
1016, 183
1018, 183
1019, 184
1289, 304
1290, 304
1325, 339
1325, 343
1323, 345
1322, 345
1320, 347
1319, 347
1318, 348
1317, 348
1315, 350
1314, 350
1313, 351
1312, 351
1310, 353
1309, 353
1308, 354
1307, 354
1305, 356
1304, 356
1302, 358
1301, 358
1299, 360
1298, 360
1296, 362
1295, 362
1293, 364
1292, 364
1281, 375
1281, 402
1280, 403
1280, 438
1279, 439
1279, 441
1278, 442
1273, 442
1272, 441
1269, 441
1268, 440
1267, 440
1266, 439
1264, 439
1263, 438
1261, 438
1260, 437
1259, 437
1258, 436
1255, 436
1254, 435
1252, 435
1251, 434
1248, 434
1247, 433
1245, 433
1244, 432
1240, 432
1239, 431
1236, 431
1235, 430
1229, 430
1228, 429
1221, 429
1220, 428
1187, 428
1186, 429
1179, 429
1178, 430
1173, 430
1172, 431
1169, 431
1168, 432
1164, 432
1163, 433
1161, 433
1160, 434
1157, 434
1156, 435
1154, 435
1153, 436
1152, 436
1151, 437
1149, 437
1148, 438
1147, 438
1146, 439
1144, 439
1143, 440
1142, 440
1141, 441
1140, 441
1139, 442
1138, 442
1137, 443
1136, 443
1135, 444
1134, 444
1133, 445
1132, 445
1130, 447
1129, 447
1128, 448
1127, 448
1125, 450
1124, 450
1122, 452
1121, 452
1119, 454
1118, 454
1114, 458
1113, 458
1098, 473
1098, 474
1094, 478
1094, 479
1091, 482
1091, 483
1088, 486
1088, 487
1086, 489
1086, 490
1084, 492
1084, 493
1082, 495
1082, 496
1080, 498
1080, 499
1078, 501
1078, 502
1076, 504
1076, 505
1075, 506
1075, 507
1073, 509
1073, 510
1071, 512
1071, 513
1070, 514
1070, 515
1068, 517
1068, 518
1067, 519
1067, 520
1065, 522
1065, 523
1064, 524
1064, 525
1062, 527
1062, 528
1061, 529
1061, 530
1059, 532
1059, 533
1057, 535
1057, 536
1056, 537
1056, 538
1054, 540
1054, 541
1052, 543
1052, 544
1051, 545
1051, 546
1049, 548
1049, 549
1046, 552
1046, 553
1043, 556
1043, 557
1037, 563
1036, 563
